points,variety,winery,price
85,Portuguese Red,Quinta do Casal Branco,15.0
85,Portuguese White,Quinta do Casal Monteiro,15.0
85,Cabernet Sauvignon,Schooler Nolan,27.0
85,Moscatel,Ochoa,30.0
85,Chardonnay,Treleaven,15.0
85,Malbec,Laberinto,13.0
85,Marsanne,Cave de Tain,13.0
85,Red Blend,Hudson-Chatham,25.0
85,Malbec,Château Armandière,17.0
85,Portuguese Red,Casa Santa Vitória,10.0
85,Portuguese White,Adega Cooperativa de Borba,7.0
85,Portuguese Red,Alves de Sousa,14.0
85,White Blend,Amatore,10.0
85,White Blend,Georges Vigouroux,9.0
85,Siria,Companhia das Quintas,10.0
85,Chardonnay,Decoy,20.0
87,Cabernet Sauvignon,Chateau Lafayette Reneau,25.0
87,Bordeaux-style Red Blend,Château Lalaudey,35.0
87,Bordeaux-style Red Blend,Château Mancèdre,
87,Bordeaux-style Red Blend,Château Peyfaures,20.0
87,Syrah,3 Horse Ranch Vineyards,23.0
87,Riesling,Balo,24.0
87,Chardonnay,Byron,16.0
87,Merlot,Burnt Bridge,32.0
87,Sangiovese,Camigliano,55.0
87,Blaufränkisch,Shooting Star,13.0
87,Red Blend,Tenuta Sette Cieli,42.0
87,Cabernet Sauvignon,Two Mountain,74.0
87,Monastrell,Finca Hispana,15.0
87,Cabernet Sauvignon,Gård,35.0
87,Cabernet Franc,Millbrook,20.0
87,Malbec,Rutini,11.0
87,Malbec,Sur de los Andes,38.0
87,Pinot Noir,Trapiche,18.0
87,Red Blend,Donne Fittipaldi,75.0
87,Garnacha Blanca,Finca Hispana,10.0
87,Riesling,Hat Ranch,18.0
87,Red Blend,Aia Vecchia,40.0
87,Bordeaux-style Red Blend,Château du Cartillon,30.0
87,Bordeaux-style Red Blend,Château Grand Billard,
87,Bordeaux-style Red Blend,Château Laffitte Carcasset,40.0
87,Bordeaux-style Red Blend,Château Maine d'Arman,13.0
87,Bordeaux-style Red Blend,Château Noaillac,19.0
87,Bordeaux-style Red Blend,Château Saransot-Dupré,25.0
87,Zinfandel,Chacewater,21.0
87,Sauvignon Blanc,Billsboro,18.0
89,Garnacha,Alto Moncayo,34.0
89,Red Blend,Amantis,32.0
89,Chardonnay,Anam Cara,33.0
89,Red Blend,Cave du Marmandais,22.0
89,Portuguese Red,Caves Velhas,12.0
89,Malbec,Château de Cénac,26.0
89,Pinot Noir,Deer Creek,22.0
89,Red Blend,Domaine Roumagnac,13.0
89,Riesling,Richard Böcking,45.0
88,Red Blend,Mas Igneus,25.0
88,Red Blend,Clos de Tafall,22.0
88,Agiorgitiko,Palivou,19.0
88,Sauvignon Blanc,Foursight,20.0
88,Merlot-Cabernet Sauvignon,Keenan,96.0
88,Gros and Petit Manseng,Domaine Nigri,
88,Red Blend,Coup de Grace,28.0
88,Pinot Noir,Saint Gregory,19.0
88,Mourvèdre,Longevity,26.0
88,Red Blend,Marchesi de' Frescobaldi,17.0
88,Red Blend,Nera,35.0
88,Port,Delaforce,20.0
88,Malbec,Clos Troteligotte,18.0
88,Pinot Noir,Et Fille,34.0
88,Meritage,Falkner,14.0
88,Rosé,HammerSky,28.0
88,Bordeaux-style Red Blend,HdV,66.0
88,Grenache,Donati,25.0
88,Zinfandel,Eberle,28.0
88,Riesling,Hyland,28.0
88,Sauvignon Blanc,Indomita,13.0
91,Tannat,Lionel Osmin & Cie,
91,Primitivo,Macchia,24.0
91,Turbiana,Le Morette,25.0
91,Syrah,Margerum,36.0
91,Riesling,Dr. Heidemanns-Bergweiler,18.0
91,Syrah,Polkura,23.0
91,Rhône-style White Blend,Cowhorn,28.0
91,Arinto,Dão Sul,40.0
91,Chardonnay,Domaine Vincent Girardin,78.0
91,Zinfandel,Dutcher Crossing,43.0
91,Pinot Noir,Evening Land,65.0
91,Chardonnay,Failla,44.0
91,Pinot Noir,Flowers,50.0
91,Pinot Noir,Benovia,56.0
91,Bordeaux-style Red Blend,Château Cheval Blanc,
91,Viognier,Château Lagrézette,30.0
91,Bordeaux-style Red Blend,Château Les Trois Manoirs,
91,Bordeaux-style Red Blend,Château Mauvesin Barton,22.0
91,Rhône-style Red Blend,Amapola Creek,48.0
91,Portuguese Red,Dão Sul,22.0
91,Chardonnay,Domaine de Bellene,60.0
91,Bordeaux-style Red Blend,Domaine D'en Ségur,40.0
91,Petit Manseng,Domaine Nigri,
91,Riesling,Elk Cove,19.0
91,Portuguese Red,Herdade do Rocim,
91,Chardonnay,Jarvis,64.0
91,Pinot Noir,Roche de Bellene,74.0
91,Turbiana,Ca' Lojera,24.0
91,Loureiro,Casal Paço Padreiro,
91,Portuguese Red,Caves Velhas,
88,Pinot Noir,Testarossa,63.0
88,Tempranillo,Viña Albali,14.0
88,Pinot Gris,Willamette Valley Vineyards,16.0
88,Cabernet Sauvignon,Pascual Toso,21.0
88,Sauvignon Blanc,Prince de Tabourg,15.0
88,Cabernet Sauvignon,Pull,18.0
88,Nebbiolo,Rattalino,50.0
88,Pinot Noir,Red Pony Ranch,18.0
88,Nebbiolo,Andrea Oberto,80.0
88,Pinot Noir,Dominio IV,48.0
88,Sauvignon Blanc,Dominique Pabiot,22.0
88,Pinot Noir,Elk Cove,16.0
88,Malbec,Finca La Luz,28.0
88,Pinot Noir,Foppiano,35.0
88,Pinot Noir,Kramer,40.0
88,Pinot Noir,Le Cadeau,48.0
88,Melon,Les Vignerons des Terroirs de la Noëlle,12.0
88,Pinot Gris,MacMurray Estate Vineyards,20.0
88,Petite Sirah,Miro,26.0
88,Nebbiolo,Ca' del Baio,55.0
88,Grenache-Syrah,Los Dos,8.0
88,Mencía,Luna Beberide,16.0
88,Viognier,Materra Cunat Family Vineyards,30.0
88,Pinot Gris,Maysara,23.0
88,Red Blend,MCV,21.0
88,Pinot Noir,Navarro,30.0
88,Moscatel,Ochoa,30.0
88,Nebbiolo,Reverdito,35.0
88,Pinot Gris,Silvan Ridge,17.0
88,Pinot Noir,Stemmler,25.0
90,Carricante,Cottanera,24.0
90,Pinot Noir,Carabella,40.0
90,White Blend,Chateau Dereszla,16.0
90,Cabernet Sauvignon,Easton,40.0
90,Syrah,Fess Parker,28.0
90,Fiano,Feudi di San Gregorio,21.0
90,Rhône-style Red Blend,Andrew Murray,36.0
90,Assyrtiko,Argyros,28.0
90,Zinfandel,Lorenzi Estate,65.0
90,Pinot Noir,MacPhail,49.0
90,Cabernet Sauvignon,Herzog,44.0
90,Zinfandel,Hunnicutt,48.0
90,Chardonnay,J Vineyards & Winery,28.0
90,Rosé,Kale,30.0
90,Sylvaner,Leon Beyer,17.0
90,Red Blend,Tornatore,39.0
90,Grenache,Upper Five,16.0
90,Silvaner,Rainer Sauer,22.0
90,Pinot Noir,Raptor Ridge,45.0
90,Sylvaner,René Muré,15.0
90,Pinot Noir,Soléna,48.0
90,Petite Sirah,Spangler,35.0
90,Zinfandel,Napa Cellars,24.0
90,Red Blend,Paraduxx,95.0
90,Zinfandel,Peter Franus,32.0
90,Tempranillo Blend,Marqués de Vargas,26.0
90,Tempranillo Blend,Remelluri,32.0
90,Zinfandel,Steele,24.0
90,Schwartzriesling,Weinreich,25.0
90,Garnacha,Contino,50.0
90,Red Blend,Büyülübağ,30.0
90,Sangiovese,Carpineto,60.0
90,Merlot,Charles Smith,12.0
90,Chardonnay,Château de Santenay,50.0
90,Sangiovese,Cordella,85.0
90,Rhône-style Red Blend,Davis Family,42.0
90,Sauvignon Blanc,Domaine Chavet,20.0
90,Champagne Blend,Sparkling Pointe,72.0
90,Sangiovese-Syrah,Stolpman,66.0
90,Vermentino,Bailiwick,18.0
90,White Blend,Domaine des Baumard,32.0
90,Rosé,E. Guigal,19.0
90,Pinot Noir,Freeman,44.0
90,Red Blend,Huerta de Albalá,90.0
90,Red Blend,Huerta de Albalá,33.0
90,Chardonnay,Kunde,45.0
90,Pinot Noir,La Voix,30.0
90,Cabernet Sauvignon,Martin Ray,65.0
90,Cabernet Sauvignon,Martin Ray,65.0
90,Cabernet Franc,Oakville East,125.0
90,Red Blend,Quivira,38.0
90,Red Blend,Castello della Paneretta,28.0
90,Red Blend,Edetària,32.0
90,Cabernet Sauvignon,Frog's Leap,55.0
90,Pinot Noir,Hirsch,85.0
90,Chardonnay,Keenan,35.0
90,Rosé,Lavau,17.0
90,Red Blend,Marianello,48.0
90,Syrah,Michael David,16.0
90,Furmint,Oremus,26.0
90,Sparkling Blend,Argyle,28.0
90,Pinot Noir,Argyle,50.0
90,Pinot Gris,Big Table Farm,32.0
90,Riesling,Bischöfliche Weingüter Trier,23.0
90,Nebbiolo,Cantina del Nebbiolo,
90,Nebbiolo,Cantina del Pino,44.0
90,Cabernet Sauvignon,Carmel,40.0
90,Malbec,Ricominciare,30.0
90,Pinot Gris,Antiquum Farm,28.0
90,Nebbiolo,Beni di Batasiolo,46.0
90,Malbec,Bodega Catena Zapata,24.0
90,Nebbiolo,Brandini,
90,Zinfandel,Carol Shelton,33.0
90,Barbera,Cascina delle Rose,25.0
90,Bordeaux-style White Blend,Château Bélingard,13.0
90,Melon,Château de la Ragotiere,16.0
90,Malbec-Merlot,Château Eugénie,50.0
90,Bordeaux-style Red Blend,Château Laulerie,19.0
90,Tannat-Cabernet Franc,Château Peyros,13.0
90,Rhône-style Red Blend,Clos La Chance,50.0
90,Pinot Noir,David Hill,50.0
90,Nebbiolo,Deltetto,35.0
90,Chardonnay,Dry Creek Vineyard,30.0
90,Pinot Blanc,Franz Keller,25.0
90,Nebbiolo,Gianpiero Marrone,
90,Cabernet Sauvignon,Laurel Glen,40.0
90,Mencía,Luna Beberide,55.0
90,Portuguese Red,Magnum Vinhos,100.0
90,Cabernet Sauvignon,Mathew Bruno,100.0
90,Sauvignon Blanc,Merryvale,28.0
93,Sauvignon Blanc,Brander,32.0
93,Grenache,Margerum,40.0
93,Chardonnay,Ponzi,40.0
92,Pinot Noir,Palliser Estate,63.0
92,Gros Manseng,Château de Gayon,26.0
92,Rosé,Château Saint-Maur,45.0
92,Rosé,Château Vannières,
92,Tannat,Domaine Capmartin,25.0
92,Pinot Noir,Domaine Serene,75.0
92,Pinot Noir,Domaine Serene,95.0
92,Cabernet Sauvignon,Écluse,42.0
92,Grüner Veltliner,Josef Bauer,17.0
92,Grenache,Joyce,35.0
92,Grüner Veltliner,Jurtschitsch,18.0
92,Pinot Gris,King Estate,28.0
92,Pinot Noir,Anaba,54.0
92,Pinot Noir,Babcock,35.0
92,Tempranillo,Barton,40.0
92,Pinot Noir,Bergström,68.0
92,Rosé,Bernard Magrez,59.0
92,Red Blend,Château Bellevue la Forêt,28.0
92,White Blend,Matthiasson,40.0
92,Sparkling Blend,Mumm Napa,80.0
92,Barbera,Pianetta,38.0
92,Petite Sirah,Pianetta,38.0
92,Chardonnay,Ponzi,63.0
92,Cabernet Franc-Merlot,Quady North,40.0
92,Syrah,Qupé,
92,Zinfandel,Renwood,50.0
92,Zinfandel,Sbragia,34.0
85,Portuguese Red,Casa Santa Vitória,10.0
85,Portuguese White,Adega Cooperativa de Borba,7.0
85,Portuguese Red,Alves de Sousa,14.0
85,White Blend,Amatore,10.0
85,Sangiovese,Paradiso di Frassina,149.0
85,Bordeaux-style Red Blend,Martinez & Martinez,26.0
85,Torrontés,Solo Contigo,16.0
85,Malbec,Vino San Esteban,9.0
84,Malbec,Altos Las Hormigas,12.0
84,Rosé,Dona Maria-Júlio Bastos,18.0
84,Sauvignon Blanc,Quinta da Alorna,
84,Sauvignon Blanc-Semillon,Napa by N.A.P.A.,15.0
84,Alvarinho,Adega Cooperativa de Borba,13.0
84,Portuguese White,Wines & Winemakers,12.0
84,Rhône-style White Blend,Louis Bernard,14.0
84,Bordeaux-style Red Blend,Casarena,12.0
84,Red Blend,Bodegas Aragonesas,9.0
84,Pinot Noir,Acacia,29.0
84,Portuguese Sparkling,Adega Cooperativa do Cartaxo,10.0
84,White Blend,Las Positas,35.0
84,Bordeaux-style White Blend,Domaine de Grange Neuve,12.0
84,Sauvignon Blanc,EOS,14.0
84,Chenin Blanc,Gen Del Alma,17.0
84,Pinot Noir,Sand Point,12.0
84,Chenin Blanc,Waterkloof,20.0
84,Malbec,Antucura,17.0
84,Chenin Blanc,Fat Barrel,9.0
84,Macabeo,Casa de la Ermita,14.0
84,Rosé,Caves Campelo,10.0
84,Portuguese White,Caves Campelo,10.0
92,Syrah,Ampelos,35.0
92,Chardonnay,Array,32.0
92,Bordeaux-style Red Blend,Daou,56.0
92,Merlot,Côtes de Ciel,39.0
92,Portuguese Red,Herdade do Rocim,23.0
92,Syrah,Kerloo,40.0
92,Sauvignon Blanc,Mercy,20.0
92,Alfrocheiro,Quinta de Lemos,32.0
92,Zinfandel,Summerwood,35.0
92,Merlot,Woodward Canyon,52.0
92,Syrah,Zaca Mesa,48.0
91,Riesling,Domaine Jean Sipp,14.0
91,Pinot Blanc,Domaine Ostertag,27.0
91,Gewürztraminer,Domaines Schlumberger,38.0
91,Syrah,Errazuriz,20.0
91,Chardonnay,Franciscan,40.0
91,Cabernet Sauvignon,Greyscale,54.0
91,Tempranillo,Hovey,26.0
91,Red Blend,Lapostolle,22.0
91,Syrah,Martin Lane Winery,30.0
91,Portuguese Red,Campolargo,58.0
91,Chardonnay,Chasseur,40.0
91,Bordeaux-style White Blend,Château Suduiraut,35.0
91,Chardonnay,Talley,24.0
91,Sangiovese,Pianetta,29.0
91,Cabernet Sauvignon,Prim Family,80.0
91,Portuguese Red,Quinta de la Rosa,22.0
91,Chardonnay,Castoro Cellars,15.0
91,Portuguese Red,Caves Aliança,22.0
91,Riesling,Domaine Rieflé-Landmann,36.0
87,Chardonnay,14 Hands,25.0
87,Sauvignon Blanc,14 Hands,22.0
87,Zinfandel,Boneshaker,25.0
87,Rhône-style Red Blend,Cairdeas,32.0
87,White Blend,Campo al Mare,20.0
87,Chardonnay,Edna Valley Vineyard,35.0
87,Malbec,Ferllen,18.0
87,Aligoté,Shooting Star,13.0
87,Sangiovese,Tenuta di Sesta,140.0
87,Sangiovese,Tenuta La Fuga,60.0
87,Red Blend,Terre del Marchesato,25.0
87,Sangiovese,Agostina Pieri,50.0
87,Sangiovese,Castelgiocondo,138.0
87,Sangiovese,Colombaio,55.0
87,Chardonnay,Columbia Winery,15.0
87,Torrontés,Cuatro Vacas Gordas,12.0
87,Red Blend,Flying Trout,35.0
87,White Blend,Patterson,23.0
87,Bordeaux-style Red Blend,Producta Vignobles,19.0
87,Verdejo,Protos,15.0
87,Sparkling Blend,Francis Ford Coppola,19.0
87,Merlot,Gainey,24.0
87,White Blend,Genoa,19.0
87,Zinfandel,Graton Ridge,48.0
87,Gewürztraminer,Navarro,20.0
87,Red Blend,Mercer,26.0
87,Riesling,Snoqualmie,8.0
87,Syrah,Syncline,60.0
87,Grenache Blanc,Syncline,25.0
87,Chardonnay,Taft Street,20.0
91,Champagne Blend,Charles Ellner,66.0
91,Malbec,Château Lagrézette,45.0
91,Champagne Blend,Ayala,75.0
90,Red Blend,Fattoria La Ripa,25.0
90,Cabernet Sauvignon,Herzog,40.0
90,Merlot,Jarvis,95.0
90,Pinot Noir,La Montagne,48.0
90,Pinot Noir,Lachini,48.0
90,Zinfandel,Macchia,50.0
90,Chardonnay,McIntyre Vineyards,28.0
90,Pinot Noir,Brick & Mortar,44.0
90,Pinot Noir,Calera,60.0
90,Red Blend,Castellinuzza e Piuca,16.0
90,Champagne Blend,Charles Ellner,50.0
90,Bordeaux-style Red Blend,Château Jeandeman,55.0
90,Bordeaux-style Red Blend,Château Paloumey,20.0
90,Bordeaux-style Red Blend,Château Tour de Pressac,45.0
90,Turbiana,Selva Capuzza,
90,Turbiana,Tenuta Roveglia,19.0
90,Cabernet Sauvignon,Triumph Cellars,50.0
90,Portuguese White,Wines & Winemakers,18.0
90,Portuguese Red,Novo Mundo,15.0
90,Red Blend,Palmeri,54.0
90,Fernão Pires,Quinta do Casal Branco,
90,Rhône-style Red Blend,Baker & Brain,35.0
90,Chardonnay,Beauregard,45.0
90,Riesling,Reichsgraf von Kesselstatt,31.0
90,Riesling,Domdechant Werner,35.0
90,Riesling,Bollig-Lehnert,18.0
90,Spätburgunder,Thörle,60.0
88,Riesling,j.brix,25.0
88,Mourvèdre,Jada Vineyard & Winery,25.0
88,Red Blend,La Folia Winery,50.0
88,Sparkling Blend,Laetitia,30.0
88,Pinot Noir,Landmark,60.0
88,Chardonnay,St. Francis,15.0
88,Merlot,Petra,65.0
88,Red Blend,Pietro Beconcini,19.0
88,Red Blend,Pieve Santo Stefano,28.0
88,Portuguese White,Quinta da Lagoalva de Cima,
88,Pinot Noir,Quintay,20.0
88,Rosé,Tablas Creek,27.0
88,Merlot,Tenuta Villa Trasqua,120.0
88,Grüner Veltliner,Raptor Ridge,20.0
88,Bordeaux-style Red Blend,Vignerons de Buzet,15.0
88,Merlot,Viña Casablanca,12.0
88,Chardonnay,Wrights Station,35.0
88,Red Blend,Château Lastours,12.0
88,Bordeaux-style White Blend,Château Tour des Gendres,16.0
88,Red Blend,Cave du Marmandais,45.0
88,Ciliegiolo,Cesani,22.0
88,Cabernet Sauvignon-Carmenère,Casa Donoso,44.0
88,Pinot Noir,Casas del Bosque,20.0
88,Merlot,Castellare di Castellina,110.0
88,Red Blend,Argiano,26.0
88,Red Blend,Aver Family Vineyards,40.0
88,Cabernet Franc,Valle Secreto,35.0
88,Rhône-style Red Blend,Vasco Urbano,36.0
88,Pinot Gris,Villa Wolf,12.0
88,Tempranillo,Pagos del Rey,15.0
88,Cabernet Sauvignon,Still Waters,26.0
88,Portuguese Red,Terras de Alter,20.0
88,Pinot Noir,Torii Mor,60.0
88,Portuguese Red,Vidigal,12.0
88,Zinfandel,Watts,25.0
88,Merlot,William Hill Estate,17.0
88,Posip,Zlatan Otok,20.0
88,Merlot,Cramele Halewood,9.0
88,Sauvignon Blanc,Domaine A. Cailbourdin,
88,Sauvignon Blanc,Domaine Philippe Portier,25.0
88,Petite Sirah,Elyse,37.0
88,Pinot Noir,Hanzell,98.0
88,Sauvignon Blanc,Horse & Plow,25.0
88,Rhône-style White Blend,Bonny Doon,26.0
88,Portuguese White,Casa de Vila Nova,12.0
88,Rosé,Casa Ferreirinha,20.0
88,Chenin Blanc,Cave des Producteurs de Vouvray,
88,Bordeaux-style Red Blend,Château Métairie Neuve,21.0
88,Sauvignon Blanc,Clos du Lac,10.0
88,Torrontés,Colomé,15.0
88,Pinot Noir,Balletto,42.0
88,Viognier,Sutcliffe,25.0
88,Nebbiolo,Eugenio Bocchino,
88,Tempranillo,Hermanos Lurton,15.0
88,Tempranillo Blend,Dominio de Berzal,16.0
88,Red Blend,Cellers Baronia del Montsant,30.0
88,Tempranillo Blend,Bodegas Valdemar,25.0
88,Tempranillo Blend,Viña Herminia,15.0
88,Chenin Blanc,Pillsbury,28.0
88,Rosé,Domaine Vincent Delaporte,28.0
90,Zinfandel,Steele,24.0
90,Schwartzriesling,Weinreich,25.0
90,Carmenère,Carmen,15.0
90,Chardonnay,Château de Lavernette,35.0
90,Sauvignon Blanc,Lava Cap,18.0
90,Pinot Noir,MacPhail,40.0
90,Zinfandel,Easton,35.0
90,Chardonnay,Edna Valley Vineyard,35.0
90,Sauvignon Blanc,Errazuriz,22.0
90,Cabernet Franc,Gershon Bachus,45.0
90,Sparkling Blend,Alma Rosa,65.0
90,Zinfandel,Benessere,35.0
90,Pinot Noir,BKB,35.0
90,Zinfandel,Graveyard,38.0
90,Rhône-style Red Blend,kukkula,40.0
90,Riesling,Robert Weil,20.0
90,Syrah,Shane Wines,34.0
90,Pinot Noir,Domaine Barmès-Buecher,55.0
90,Chardonnay,Domaine Jacques Prieur,117.0
90,Pinot Noir,Vidon Vineyard,40.0
90,Rosé,Vignobles Grandeau,15.0
90,Grenache,Casa Dumetz,42.0
90,Pinot Noir,Chanson Père et Fils,68.0
90,Chardonnay,Peter Paul Wines,40.0
90,White Blend,Portal del Montsant,32.0
90,Pinot Noir,Nicolas Potel,60.0
90,Pinot Noir,Willamette Valley Vineyards,18.0
90,Auxerrois,Jean-Baptiste Adam,32.0
90,Pinot Noir,Kuentz-Bas,20.0
90,Pinot Blanc,Leon Beyer,19.0
90,Furmint,Oremus,25.0
90,Syrah,Patland,75.0
90,Cabernet Franc,Inspire Moore,21.0
90,Sauvignon Blanc,Joseph Mellot,20.0
90,Pinot Noir,Kanzler,52.0
90,Pinot Noir,Lachini,55.0
90,Zinfandel,Lasseter,48.0
90,Sangiovese,Le Gode,80.0
90,Red Blend,Mazzei,50.0
90,Syrah,Ouled Thaleb,18.0
90,Zinfandel,Parmeson,35.0
90,Red Blend,Purcari,31.0
90,Pinot Noir,Sanglier Cellars,45.0
90,Sangiovese,Seconda Stella a Destra,120.0
90,Syrah,Tamarack Cellars,28.0
90,Syrah,Telaya,30.0
90,Pinot Noir,The Calling,62.0
90,Sangiovese,Uccelliera,59.0
90,Syrah,Va Piano,65.0
90,Sangiovese,Argiano,66.0
90,Alicante Bouschet,Carlisle,36.0
90,Pinot Noir,Castra Rubra,28.0
90,Sauvignon Blanc,Château de Crézancy,26.0
90,Cabernet Sauvignon,Cloudlift Cellars,30.0
90,Sangiovese,Collemattoni,
90,Sauvignon Blanc,Domaine Fouassier,30.0
90,Sauvignon Blanc,Domaine Laporte,26.0
90,Sauvignon Blanc,Domaine Tinel-Blondelet,50.0
90,Sauvignon Blanc,Domaine Vacheron,
90,Sangiovese,Donna Olga,55.0
92,Grüner Veltliner,Josef Bauer,17.0
92,Grenache,Joyce,35.0
92,Grüner Veltliner,Jurtschitsch,18.0
92,Pinot Gris,King Estate,28.0
92,Chardonnay,Kumeu River,49.0
92,Cabernet Sauvignon,Mascota,50.0
92,Tempranillo,Portia,77.0
92,Chardonnay,Neudorf,25.0
92,Syrah,Babcock,35.0
92,Grüner Veltliner,Bernhard Ott,22.0
92,Sauvignon,Borgo del Tiglio,70.0
92,Rosé,Château Coussin,45.0
92,Rosé,Château de Calavon,20.0
92,Rosé,Château des Bormettes,26.0
92,Pinot Noir,Domaine Serene,45.0
92,Grüner Veltliner,Ecker,15.0
92,Syrah,Écluse,38.0
92,Sirica,Feudi di San Gregorio,23.0
92,Chardonnay,Foley,45.0
92,Aglianico,I Favati,40.0
92,Rosé,Joyce,25.0
92,Sauvignon Blanc,Judge Palmer,32.0
92,Bordeaux-style Red Blend,Kevin White,35.0
92,Red Blend,L'Enclos des Braves,28.0
92,Sherry,Lustau,30.0
92,Cabernet Sauvignon,Mathew Bruno,100.0
92,Blaufränkisch,Muhr-Van der Niepoort,25.0
92,Red Blend,Nastl,15.0
92,Pinot Noir,Native Flora,65.0
92,Zweigelt,Netzl,25.0
90,Chardonnay,Migration,55.0
90,Rhône-style White Blend,Montemaggiore,25.0
90,Cabernet Sauvignon,Gallo Estate,95.0
90,Nebbiolo,Giacomo Grimaldi,60.0
90,Nebbiolo,Chiara Boschis - E. Pira e Figli,90.0
90,Merlot,Dark Horse,10.0
90,Cabernet Sauvignon,Or Haganuz,52.0
90,Pinot Noir,Panther Creek,65.0
90,Viognier,Perry Creek,20.0
90,Grenache,Quivira,32.0
90,Cabernet Sauvignon,Raymond,38.0
90,Zinfandel,Rock Wall,45.0
90,Cabernet Sauvignon,Shiloh Winery,40.0
90,Shiraz,Tabor,22.0
90,Shiraz,Tabor,15.0
90,Pinot Noir,Trinity Vineyards,19.0
90,Nebbiolo,Virna Borgogno,75.0
90,Pinot Noir,Winderlea,60.0
90,Spätburgunder,Wittmann,34.0
90,Tempranillo Blend,Viña Cumbrero,10.0
90,Cabernet Sauvignon,Forefathers,50.0
90,Riesling,HPSepicurean,36.0
90,Red Blend,La Prevostura,24.0
90,Malbec,Nieto Senetiner,30.0
90,Barbera,Palladino,27.0
90,Riesling,St. Urbans-Hof,22.0
90,Nebbiolo,Villadoria,42.0
90,Pinot Noir,Sineann,36.0
90,Pinot Noir,Stemmler,44.0
90,Pinot Gris,Sweet Cheeks,16.0
84,Rosé,Domaine de l'Herré,12.0
84,Malbec,Ded.Reckoning,20.0
84,Pinot Noir-Gamay,Pierre Gruber,12.0
84,Touriga Nacional,Quinta do Casal Branco,15.0
84,Cabernet Sauvignon,Santa Julia,11.0
84,Cabernet Sauvignon,Ehret,45.0
84,Portuguese White,Global Wines,9.0
84,Cabernet Sauvignon,Martinez & Martinez,34.0
84,Chardonnay,Pierre Gruber,19.0
84,Portuguese White,Valle da Fonte,10.0
84,Portuguese White,Casal do Conde,
84,Portuguese Red,Caves Campelo,10.0
84,Syrah,Casa Montes,11.0
84,Rosé,Domaine de Grange Neuve,12.0
84,Rosé,Georges Vigouroux,11.0
84,Pinot Noir,Pierre Gruber,19.0
84,Arinto,Quinta do Casal Monteiro,12.0
84,Portuguese White,Vadio Wines,22.0
84,Portuguese Red,Vicente Faria Vinhos,13.0
84,Bordeaux-style Red Blend,Spann Vineyards,27.0
83,Champagne Blend,Valentin Bianchi,
83,Sauvignon Blanc,Viejo Isaias,15.0
83,Red Blend,Galante,25.0
83,Zinfandel,Mazzocco,34.0
83,Cabernet Sauvignon,Jeff Gordon,65.0
83,Zinfandel,DeLorimier,38.0
83,Castelão,Adega Cooperativa do Cartaxo,7.0
83,White Blend,Naggiar,23.0
83,Chardonnay,Pam's Cuties,4.0
83,Cabernet Sauvignon,Casarena,12.0
91,Cabernet Sauvignon,Diamond Creek,200.0
91,Portuguese Red,Quinta de Lemos,25.0
91,Red Blend,Milbrandt,55.0
91,Cabernet Sauvignon,Black Stallion,75.0
91,Cabernet Sauvignon,Brander,50.0
91,Sauvignon Blanc,Wildhurst,14.0
91,Sauvignon Blanc,Woodward Canyon,26.0
91,Riesling,Domaine Schoffit,53.0
91,Pinot Gris,FEL,25.0
91,Riesling,Hubert Meyer,17.0
91,Chardonnay,Lombardi,36.0
91,Bordeaux-style Red Blend,Château Pey de Pont,19.0
91,Zinfandel,Robert Biale,50.0
91,Sauvignon Blanc,VML,23.0
91,Syrah,Michael David,16.0
91,Nebbiolo,Produttori del Barbaresco,65.0
91,Bordeaux-style Red Blend,Château Alcée,
91,Bordeaux-style Red Blend,Château Brethous,35.0
91,Bordeaux-style Red Blend,Château Cantinot,50.0
91,Bordeaux-style Red Blend,Château Clairac,16.0
91,Bordeaux-style Red Blend,Château Joanin Bécot,15.0
91,Bordeaux-style Red Blend,Château la Croix Saint-Pierre,16.0
91,Malbec,Kiona,30.0
91,Chenin Blanc,Kiona,15.0
91,Gewürztraminer,Dowsett Family,22.0
91,Zinfandel,Dry Creek Vineyard,30.0
91,Cabernet Sauvignon,Clos du Val,80.0
91,Red Blend,Columbia Crest,15.0
91,Portuguese Red,Quinta Vale do Armo,20.0
91,Red Blend,Santa Ema,85.0
87,Grenache,Trinity Vineyards,28.0
87,Barbera,Tsillan,28.0
87,Godello,Valdesil,18.0
87,Godello,Viña Somoza,20.0
87,Chardonnay,Wellington,20.0
87,Tempranillo Blend,Eduardo Garrido García,30.0
87,Tempranillo Blend,García Figuero,20.0
87,Cabernet Sauvignon,Leaping Horse,10.0
87,Cabernet Sauvignon,Los Haroldos,20.0
87,Riesling,Sawtooth,13.0
87,Malbec,Bedell,50.0
87,Tempranillo,Cinder,28.0
87,Bordeaux-style Red Blend,Clos de Chacras,19.0
87,Pinot Noir,Zepaltas,32.0
87,Bordeaux-style Red Blend,Golden Ridge,24.0
87,Pinot Noir,Fulcrum,54.0
87,Riesling,Kendall-Jackson,13.0
87,Zinfandel,Manifesto!,16.0
87,Pinot Noir,Marimar Estate,44.0
87,Zinfandel,McManis,11.0
87,Chardonnay,Murphy-Goode,26.0
87,Riesling,Original House Wine,11.0
87,Bordeaux-style Red Blend,Château la Chapelle Despagnet,25.0
87,Bordeaux-style Red Blend,Château la Roque de By,14.0
87,Bordeaux-style Red Blend,Château Lacombe Noaillac,18.0
